,psu_hh_idcode,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q11,Q14,Q17,Q18,Q19
18415,332_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18416,334_8_1,1,1,1,1.0,8.0,2.0,2.0,2.0,13.0,2.0,13.0,14.0,2.0
18417,344_1_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18418,348_3_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18419,350_1_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18420,354_6_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18421,355_5_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18422,357_4_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18423,366_3_5,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18424,402_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18425,405_7_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18426,431_1_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18427,436_8_1,2,2,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18428,441_9_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18429,450_9_2,1,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18430,458_3_7,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18431,465_4_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18432,466_2_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18433,468_5_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18434,468_9_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18435,472_8_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18436,494_6_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18437,498_3_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18438,543_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18439,554_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18440,555_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18441,560_8_2,1,1,1,1.0,8.0,2.0,3.0,2.0,13.0,2.0,13.0,14.0,2.0
18442,563_2_2,2,2,1,1.0,8.0,2.0,3.0,2.0,13.0,2.0,13.0,14.0,2.0
18443,582_3_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18444,586_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18445,590_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18446,612_6_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18447,615_7_2,2,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18448,616_8_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18449,619_2_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18450,622_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18451,642_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18452,642_9_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18453,658_6_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18454,680_2_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18455,694_3_2,1,1,1,1.0,8.0,2.0,2.0,2.0,13.0,2.0,13.0,14.0,2.0
18456,713_5_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18457,714_11_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18458,723_6_1,2,2,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18459,809_6_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18460,119_1_2,2,2,1,3.0,2.0,4.0,0.0,2.0,13.0,2.0,13.0,16.0,2.0
18461,288_9_4,1,1,1,3.0,2.0,4.0,0.0,2.0,13.0,2.0,13.0,16.0,2.0
18462,400_8_1,1,1,1,3.0,2.0,4.0,0.0,2.0,13.0,2.0,13.0,16.0,2.0
18463,798_1_1,1,1,1,3.0,2.0,4.0,0.0,2.0,13.0,2.0,13.0,16.0,2.0
18464,234_3_2,1,1,1,4.0,3.0,5.0,0.0,2.0,13.0,2.0,13.0,17.0,2.0
18465,249_8_2,1,1,1,4.0,3.0,5.0,0.0,2.0,2.0,2.0,13.0,17.0,2.0
18466,289_11_1,1,1,1,4.0,3.0,5.0,1.0,2.0,13.0,2.0,13.0,17.0,2.0
18467,472_9_2,1,1,1,4.0,3.0,5.0,1.0,2.0,13.0,2.0,13.0,17.0,2.0
18468,677_3_1,1,1,1,4.0,3.0,5.0,2.0,2.0,13.0,2.0,13.0,17.0,2.0
18469,59_5_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18470,59_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18471,117_8_1,2,2,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18472,161_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18473,212_8_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18474,215_1_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18475,223_8_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18476,227_4_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18477,238_5_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18478,247_8_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18479,247_10_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18480,299_10_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18481,301_10_1,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18482,308_9_2,1,1,1,5.0,4.0,6.0,3.0,2.0,13.0,2.0,13.0,18.0,2.0
18483,312_1_1,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18484,327_7_2,1,1,1,2.0,4.0,3.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18485,329_1_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,13.0,18.0,2.0
18486,400_7_1,2,1,1,5.0,4.0,6.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18487,404_6_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18488,408_3_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18489,464_4_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18490,489_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18491,518_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18492,519_5_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18493,520_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18494,543_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18495,569_5_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18496,575_1_3,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18497,590_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18498,643_4_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18499,644_3_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18500,645_10_2,1,1,1,2.0,4.0,3.0,0.0,2.0,12.0,2.0,13.0,18.0,2.0
18501,646_1_2,1,1,1,2.0,4.0,3.0,3.0,2.0,13.0,2.0,13.0,18.0,2.0
18502,647_2_2,1,1,1,2.0,4.0,3.0,3.0,2.0,13.0,2.0,13.0,18.0,2.0
18503,647_10_2,1,1,1,2.0,4.0,3.0,3.0,2.0,13.0,2.0,13.0,18.0,2.0
18504,667_6_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,13.0,18.0,2.0
18505,670_6_1,1,1,1,2.0,4.0,3.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18506,702_9_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18507,717_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18508,736_12_2,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18509,750_3_1,1,1,1,5.0,4.0,6.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18510,757_8_2,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18511,761_9_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18512,762_4_4,1,1,1,2.0,4.0,3.0,3.0,2.0,13.0,2.0,13.0,18.0,2.0
18513,776_5_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18514,817_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18515,50_9_1,1,1,1,5.0,5.0,6.0,0.0,2.0,13.0,2.0,13.0,19.0,2.0
18516,161_5_1,1,1,1,5.0,5.0,6.0,0.0,2.0,13.0,2.0,13.0,19.0,2.0
18517,92_3_1,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18518,94_4_1,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18519,96_2_2,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18520,177_4_1,1,1,1,6.0,4.0,9.0,3.0,2.0,13.0,2.0,13.0,22.0,2.0
18521,202_10_1,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18522,210_1_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18523,235_4_2,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18524,250_6_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18525,296_1_1,1,1,1,6.0,4.0,9.0,3.0,2.0,13.0,2.0,13.0,22.0,2.0
18526,343_8_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18527,472_1_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18528,502_9_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18529,549_4_2,1,1,1,6.0,4.0,9.0,2.0,2.0,13.0,2.0,13.0,22.0,2.0
18530,585_9_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18531,640_5_3,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18532,642_5_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18533,702_2_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18534,721_4_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18535,722_1_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18536,727_9_2,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18537,738_5_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18538,751_4_2,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18539,751_7_2,1,1,1,6.0,4.0,9.0,1.0,2.0,13.0,2.0,13.0,22.0,2.0
18540,779_2_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18541,816_7_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,13.0,22.0,2.0
18542,457_6_2,1,1,1,6.0,5.0,9.0,0.0,2.0,13.0,2.0,13.0,23.0,2.0
18543,585_5_1,1,1,1,6.0,5.0,9.0,0.0,2.0,13.0,2.0,13.0,23.0,2.0
18544,718_5_1,1,1,1,6.0,5.0,9.0,1.0,2.0,13.0,2.0,13.0,23.0,2.0
18545,752_5_2,1,1,1,6.0,5.0,9.0,2.0,2.0,13.0,2.0,13.0,23.0,2.0
18546,766_8_1,1,1,1,6.0,5.0,9.0,0.0,2.0,13.0,2.0,13.0,23.0,2.0
18547,114_11_2,1,1,1,6.0,6.0,9.0,0.0,2.0,13.0,2.0,13.0,24.0,2.0
18548,730_4_2,1,1,1,6.0,6.0,9.0,0.0,2.0,13.0,2.0,13.0,24.0,2.0
18549,758_11_1,1,1,1,6.0,6.0,9.0,3.0,2.0,13.0,2.0,13.0,24.0,2.0
18550,759_7_2,1,1,1,6.0,6.0,9.0,2.0,2.0,13.0,2.0,13.0,24.0,2.0
18551,4_4_1,1,1,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18552,17_2_1,2,2,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18553,53_8_1,1,1,1,1.0,4.0,1.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18554,159_7_2,1,1,1,1.0,4.0,1.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18555,292_5_2,1,1,1,1.0,4.0,1.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18556,340_1_1,3,2,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18557,446_1_6,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,13.0,10.0,2.0
18558,461_1_2,2,2,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18559,461_3_1,1,1,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18560,499_8_1,1,1,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18561,515_1_1,2,2,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,10.0,2.0
18562,533_1_1,1,1,1,1.0,4.0,1.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18563,538_6_6,1,1,1,1.0,4.0,1.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18564,562_6_2,1,1,1,1.0,3.0,0.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18565,823_2_1,1,1,1,1.0,3.0,0.0,0.0,2.0,13.0,2.0,13.0,10.0,2.0
18566,58_9_5,1,1,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,11.0,2.0
18567,59_2_1,2,2,1,1.0,4.0,1.0,1.0,2.0,13.0,2.0,13.0,11.0,2.0
18568,181_3_2,1,1,1,1.0,4.0,1.0,0.0,2.0,13.0,2.0,13.0,11.0,2.0
18569,9_6_1,2,2,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18570,31_5_2,2,2,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18571,51_6_4,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18572,54_7_1,1,1,1,1.0,7.0,2.0,1.0,2.0,13.0,2.0,13.0,13.0,2.0
18573,57_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18574,118_8_1,2,2,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18575,141_5_2,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18576,156_4_2,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18577,294_2_2,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18578,541_2_2,2,2,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18579,558_3_1,1,1,1,1.0,7.0,2.0,3.0,2.0,13.0,2.0,13.0,13.0,2.0
18580,558_8_2,2,2,1,1.0,7.0,2.0,3.0,2.0,13.0,2.0,13.0,13.0,2.0
18581,581_9_2,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18582,626_6_2,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18583,747_12_1,1,1,1,1.0,7.0,2.0,0.0,2.0,13.0,2.0,13.0,13.0,2.0
18584,4_8_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18585,27_1_3,2,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18586,28_4_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18587,37_1_1,2,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18588,74_2_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18589,82_6_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18590,84_4_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18591,90_4_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18592,90_8_1,1,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18593,93_7_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18594,162_5_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18595,165_5_5,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18596,201_2_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18597,202_5_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18598,224_2_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18599,228_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18600,231_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18601,238_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18602,261_10_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18603,286_9_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18604,299_3_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18605,299_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18606,305_2_1,1,1,1,1.0,8.0,2.0,2.0,2.0,13.0,2.0,13.0,14.0,2.0
18607,349_2_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18608,350_7_2,2,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18609,403_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18610,409_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18611,444_3_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,13.0,14.0,2.0
18612,449_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,13.0,14.0,2.0
18613,449_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,13.0,14.0,2.0
18614,451_3_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18615,462_5_4,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18616,479_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18617,480_6_3,2,2,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18618,482_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18619,484_7_3,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18620,488_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18621,498_2_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18622,557_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18623,590_5_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18624,593_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18625,601_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18626,610_3_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18627,611_5_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18628,648_11_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18629,650_5_1,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18630,663_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18631,678_1_5,2,2,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18632,678_3_1,2,2,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18633,712_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,13.0,14.0,2.0
18634,763_5_6,1,1,1,1.0,8.0,2.0,2.0,2.0,13.0,2.0,13.0,14.0,2.0
18635,780_2_2,1,1,1,1.0,8.0,2.0,1.0,2.0,13.0,2.0,13.0,14.0,2.0
18636,290_4_2,1,1,1,3.0,2.0,4.0,2.0,2.0,13.0,2.0,13.0,16.0,2.0
18637,337_9_1,1,1,1,4.0,2.0,5.0,0.0,2.0,2.0,2.0,13.0,16.0,2.0
18638,290_6_1,1,1,1,4.0,3.0,5.0,1.0,2.0,13.0,2.0,13.0,17.0,2.0
18639,739_8_1,1,1,1,4.0,3.0,5.0,0.0,2.0,13.0,2.0,13.0,17.0,2.0
18640,5_1_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18641,11_6_1,1,1,1,2.0,4.0,3.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18642,60_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18643,67_9_2,1,1,1,2.0,4.0,3.0,3.0,2.0,13.0,2.0,13.0,18.0,2.0
18644,77_5_1,1,1,1,2.0,4.0,3.0,0.0,1.0,,2.0,13.0,18.0,2.0
18645,108_1_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18646,112_1_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18647,113_2_1,1,2,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18648,114_1_1,2,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18649,114_9_2,2,2,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18650,116_11_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18651,161_8_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18652,166_1_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18653,166_3_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18654,187_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18655,209_1_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18656,218_4_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18657,218_6_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18658,225_2_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18659,225_7_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18660,227_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
18661,288_11_2,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18662,302_8_1,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18663,306_2_1,1,1,1,2.0,4.0,3.0,2.0,2.0,13.0,2.0,13.0,18.0,2.0
18664,316_4_2,1,1,1,2.0,4.0,3.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18665,319_10_1,1,1,1,2.0,4.0,3.0,3.0,2.0,12.0,2.0,13.0,18.0,2.0
18666,405_8_1,2,1,1,5.0,4.0,6.0,1.0,2.0,13.0,2.0,13.0,18.0,2.0
18667,456_1_1,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,13.0,18.0,2.0
