,psu_hh_idcode,subjectivePoverty_rating
3899,72_3_1,4
3900,248_8_1,6
3901,165_6_1,4
3902,43_10_1,4
3903,74_5_1,3
3904,650_2_1,5
3905,469_12_2,5
3906,80_5_1,3
3907,55_3_1,7
3908,238_8_2,4
3909,403_1_2,6
3910,13_2_1,8
3911,502_5_1,4
3912,521_7_1,6
3913,632_11_1,3
3914,794_5_1,5
3915,259_11_1,6
3916,193_4_1,3
3917,449_8_2,9
3918,495_4_1,7
3919,575_1_1,5
3920,457_2_1,6
3921,672_6_1,5
3922,693_8_1,4
3923,190_7_1,4
3924,121_10_1,1
3925,733_3_2,1
3926,67_1_1,6
3927,23_1_1,3
3928,459_10_1,5
3929,309_11_1,4
3930,628_9_1,6
3931,262_5_1,6
3932,376_3_2,4
3933,714_1_1,2
3934,429_3_1,5
3935,72_5_1,7
3936,718_1_1,5
3937,504_6_1,6
3938,75_1_1,3
3939,692_2_2,5
3940,383_8_1,3
3941,526_3_1,4
3942,297_11_1,4
3943,384_3_1,3
3944,782_3_1,3
3945,602_11_1,4
3946,473_7_2,3
3947,649_5_1,5
3948,683_4_1,5
3949,277_2_1,6
3950,742_4_1,4
3951,312_8_1,5
3952,556_1_1,8
3953,48_9_1,4
3954,107_6_1,3
3955,236_1_3,2
3956,47_3_1,3
3957,243_5_1,2
3958,588_6_1,1
3959,723_12_4,6
3960,719_2_1,9
3961,459_11_1,5
3962,829_3_2,5
3963,457_10_1,5
3964,139_2_1,2
3965,259_7_1,4
3966,296_5_1,5
3967,809_2_2,5
3968,168_1_2,7
3969,274_7_1,6
3970,764_12_2,5
3971,517_1_1,6
3972,751_2_1,5
3973,468_4_1,5
3974,584_5_1,4
3975,281_11_1,6
3976,572_9_2,7
3977,576_6_2,4
3978,808_3_1,3
3979,147_5_1,5
3980,410_5_1,5
3981,480_2_1,5
3982,541_1_1,2
3983,251_3_1,3
3984,178_7_2,2
3985,336_9_1,5
3986,747_9_2,5
3987,449_10_2,8
3988,513_2_1,6
3989,779_5_1,5
3990,691_8_1,4
3991,451_7_1,1
3992,184_2_1,1
3993,110_3_2,4
3994,288_7_1,3
3995,491_3_1,5
3996,331_6_1,6
3997,510_7_1,7
3998,722_1_1,4
3999,157_5_1,4
4000,513_6_1,7
4001,106_1_1,1
4002,588_1_1,1
4003,73_6_1,7
4004,26_5_1,5
4005,476_2_1,3
4006,206_2_1,5
4007,252_9_1,4
4008,407_9_4,9
4009,511_10_1,6
4010,550_4_2,3
4011,114_4_1,10
4012,79_8_1,4
4013,696_4_1,3
4014,560_1_1,4
4015,247_12_1,3
4016,21_3_1,3
4017,598_9_1,7
4018,567_3_1,8
4019,748_8_2,4
4020,543_4_3,3
4021,78_2_1,3
4022,110_4_1,8
4023,179_11_2,3
4024,372_11_1,8
4025,576_8_1,6
4026,69_4_1,5
4027,614_8_1,2
4028,757_7_2,5
4029,702_2_1,7
4030,452_8_1,6
4031,653_2_1,3
4032,24_4_1,4
4033,430_8_1,3
4034,232_4_1,4
4035,528_2_1,4
4036,680_6_1,5
4037,358_2_1,3
4038,233_10_5,4
4039,333_6_1,6
4040,424_3_1,6
4041,765_7_1,6
4042,81_1_1,4
4043,550_1_1,4
4044,127_3_1,4
4045,421_8_1,6
4046,815_2_1,6
4047,80_6_1,4
4048,417_5_1,3
4049,682_1_1,5
4050,457_11_1,6
4051,626_5_2,6
4052,289_6_1,1
4053,579_10_1,1
4054,394_3_1,2
4055,548_6_1,4
4056,263_2_1,5
4057,251_5_1,3
4058,245_9_1,4
4059,489_1_1,5
4060,172_5_2,6
4061,770_6_2,7
4062,116_2_1,6
4063,762_3_2,5
4064,69_3_1,1
4065,182_2_1,2
4066,592_9_1,7
4067,351_6_1,5
4068,327_6_1,3
4069,238_5_1,5
4070,656_7_1,1
4071,345_9_1,4
4072,254_7_1,4
4073,677_10_2,7
4074,288_11_1,3
4075,236_7_1,4
4076,806_10_1,3
4077,206_3_1,7
4078,122_11_1,4
4079,801_7_1,4
4080,263_3_1,5
4081,724_6_1,7
4082,636_4_1,7
4083,793_7_2,4
4084,829_4_4,6
4085,105_5_1,5
4086,435_1_1,3
4087,76_2_1,3
4088,274_2_1,5
4089,493_8_1,6
4090,662_9_1,3
4091,272_5_1,4
4092,716_2_1,7
4093,198_8_2,7
4094,709_7_1,5
4095,50_8_1,5
4096,252_4_1,5
4097,801_6_1,5
4098,161_5_1,4
4099,608_11_1,3
4100,230_6_1,4
4101,128_5_1,3
4102,166_7_1,8
4103,514_3_1,6
4104,60_4_1,4
4105,352_4_1,2
4106,625_3_1,2
4107,207_4_1,2
4108,819_1_1,6
4109,712_3_1,6
4110,317_2_1,4
4111,151_8_2,8
4112,640_10_1,6
4113,523_6_1,4
4114,109_4_1,6
4115,372_12_1,5
4116,68_8_1,6
4117,142_6_2,6
4118,808_10_2,3
4119,424_9_2,5
4120,598_8_1,5
4121,371_4_1,2
4122,408_6_1,6
4123,539_8_2,6
4124,824_4_3,7
4125,324_1_1,4
4126,352_8_1,5
4127,646_6_3,3
4128,722_2_1,4
4129,449_5_2,8
4130,781_5_1,4
4131,709_2_3,8
4132,329_9_1,2
4133,667_5_1,1
4134,655_1_1,3
4135,136_1_1,2
4136,261_9_1,8
4137,307_10_1,6
4138,254_1_1,3
4139,639_8_2,8
4140,29_3_1,4
4141,127_9_1,3
4142,242_3_2,6
4143,795_3_1,6
4144,176_6_4,4
4145,273_5_1,4
4146,88_2_1,4
4147,141_7_2,5
4148,488_1_1,4
4149,223_3_1,4
4150,530_1_1,5
4151,330_4_1,2
4152,437_3_1,5
4153,130_10_1,7
4154,283_2_1,8
4155,814_1_2,4
4156,825_3_2,5
4157,40_2_1,5
4158,332_3_1,4
4159,286_4_1,5
4160,596_5_1,8
4161,319_6_1,5
4162,271_1_2,6
4163,393_3_1,5
4164,804_5_1,5
4165,497_1_1,6
4166,179_8_1,1
4167,590_6_2,6
4168,316_3_1,4
4169,661_3_1,2
4170,694_7_2,5
4171,57_1_1,5
4172,814_7_2,4
4173,161_6_2,2
4174,467_2_1,4
4175,46_2_1,4
4176,671_6_1,2
4177,752_6_1,7
4178,308_8_1,2
4179,3_9_1,3
4180,259_5_1,4
4181,207_6_1,5
4182,88_7_1,3
4183,602_10_1,5
4184,344_1_1,4
4185,173_1_2,6
4186,677_7_1,5
4187,309_9_1,6
4188,470_4_1,3
4189,291_7_1,5
4190,58_6_1,3
4191,524_1_1,5
4192,511_4_1,6
4193,186_7_1,2
4194,460_11_1,6
4195,36_3_1,4
4196,443_3_1,4
4197,584_3_2,1
4198,323_9_1,9
4199,172_1_2,5
4200,557_8_1,4
4201,75_6_1,3
4202,795_1_1,6
4203,828_8_2,5
4204,818_7_2,5
4205,541_8_1,3
4206,434_8_1,3
4207,606_6_1,3
4208,374_8_2,4
4209,741_3_1,3
4210,319_2_1,4
4211,618_12_1,3
4212,610_1_1,3
4213,509_4_1,7
4214,499_7_1,6
4215,806_5_1,3
4216,86_6_1,5
4217,529_10_1,6
4218,406_6_1,6
4219,645_2_1,7
4220,511_5_1,6
4221,355_7_1,6
4222,463_3_1,6
4223,506_2_1,6
4224,279_8_1,8
4225,608_3_1,5
4226,291_2_2,2
4227,66_2_1,7
4228,66_3_1,6
4229,650_9_1,4
4230,786_4_3,4
4231,670_5_3,3
4232,628_5_1,6
4233,98_6_1,4
4234,651_8_1,3
4235,812_4_1,4
4236,82_5_1,4
4237,621_1_1,5
4238,275_6_1,7
4239,47_2_1,4
4240,527_10_1,4
4241,48_2_1,4
4242,278_2_1,4
4243,774_1_2,1
4244,202_7_1,7
4245,747_12_1,2
4246,455_3_1,6
4247,121_4_5,4
4248,750_3_1,5
4249,782_5_2,3
4250,634_9_1,4
4251,45_10_1,4
4252,481_1_2,8
4253,555_8_2,3
4254,156_8_1,5
4255,579_12_1,1
4256,462_8_7,4
4257,704_1_2,5
4258,322_1_1,3
4259,429_1_1,6
4260,255_11_1,5
4261,97_5_1,2
4262,766_3_1,1
4263,446_5_1,7
4264,789_5_2,4
4265,761_12_2,5
4266,210_3_1,8
4267,46_8_1,4
4268,545_7_1,4
4269,585_12_1,6
4270,19_4_1,5
4271,817_7_1,7
4272,387_2_1,2
4273,657_5_1,3
4274,51_8_1,6
4275,769_10_2,1
4276,433_2_1,4
4277,523_8_1,6
4278,448_2_1,6
4279,410_1_1,7
4280,129_10_1,5
4281,834_6_1,5
4282,107_9_1,5
4283,491_8_1,7
4284,10_7_2,3
4285,282_1_1,6
4286,616_7_1,5
4287,761_6_2,4
4288,766_7_1,3
4289,571_5_2,7
4290,99_5_1,4
4291,286_1_2,4
4292,513_1_1,7
4293,488_4_1,3
4294,541_4_1,5
4295,692_6_1,4
4296,455_2_1,5
4297,753_11_1,4
4298,54_1_1,5
4299,50_1_2,2
4300,621_8_1,4
4301,787_4_1,3
4302,526_2_1,8
4303,335_2_1,3
4304,762_6_2,6
4305,766_12_3,6
4306,437_8_1,4
4307,183_4_2,5
4308,601_2_1,4
4309,551_4_1,3
4310,480_9_1,4
4311,645_4_3,8
4312,794_4_1,6
4313,646_12_2,3
4314,295_5_1,3
4315,306_4_1,7
4316,648_5_1,3
4317,59_1_1,6
4318,21_4_1,3
4319,721_2_2,5
4320,746_4_1,7
4321,799_7_1,7
4322,827_8_2,3
4323,252_3_1,4
4324,386_6_1,3
4325,113_6_1,7
4326,652_2_1,2
4327,287_8_2,3
4328,465_8_1,3
4329,691_7_2,5
4330,221_5_2,3
4331,194_6_1,3
4332,379_8_1,4
4333,628_10_3,7
4334,256_10_1,3
4335,96_12_1,4
4336,189_5_1,5
4337,811_2_1,4
4338,528_5_1,5
4339,799_1_2,2
4340,543_8_1,2
4341,412_6_1,5
4342,103_4_1,2
4343,176_5_1,1
4344,173_7_2,6
4345,269_6_2,4
4346,205_7_1,4
4347,802_6_2,5
4348,50_9_1,6
4349,111_4_1,8
4350,446_8_1,6
4351,744_12_2,4
4352,148_4_3,2
4353,531_8_1,6
4354,567_2_1,3
4355,267_5_1,4
4356,58_1_1,7
4357,244_7_1,7
4358,87_2_1,4
4359,658_7_1,3
4360,245_6_1,4
4361,339_8_1,6
4362,618_2_1,2
4363,544_11_1,2
4364,723_2_2,6
4365,236_5_2,4
4366,627_2_1,6
4367,312_11_1,5
4368,380_8_1,3
4369,451_6_2,5
4370,106_8_1,3
4371,68_9_1,2
4372,466_6_1,5
4373,524_5_1,4
4374,461_1_1,4
4375,665_6_1,2
4376,682_2_1,5
4377,570_9_1,3
4378,371_7_1,3
4379,317_3_1,4
4380,132_2_2,4
4381,246_2_1,1
4382,317_4_1,5
4383,613_2_1,2
4384,30_6_1,3
4385,142_8_1,6
4386,689_10_1,5
4387,533_5_1,5
4388,615_4_1,6
4389,625_7_2,1
4390,739_9_1,4
4391,373_5_1,5
4392,659_9_1,2
4393,561_4_1,4
4394,491_1_1,7
4395,393_4_1,6
4396,743_9_2,2
4397,510_3_1,7
4398,716_1_1,6
4399,404_7_2,6
4400,229_3_1,3
4401,75_2_1,3
4402,341_7_1,5
4403,518_3_1,6
4404,71_1_1,2
4405,652_10_1,2
4406,31_4_1,3
4407,576_3_1,3
4408,51_6_1,6
4409,181_4_2,4
4410,33_7_1,6
4411,557_1_2,4
4412,760_5_2,2
4413,212_2_1,4
4414,216_6_1,4
4415,313_2_1,4
4416,558_8_1,4
4417,43_5_1,5
4418,713_3_1,7
4419,201_2_1,6
4420,466_7_1,4
4421,826_7_1,3
4422,349_3_1,4
4423,191_6_1,1
4424,620_6_1,6
4425,739_5_1,3
4426,772_8_2,6
4427,221_7_1,6
4428,505_8_1,4
4429,658_8_1,3
4430,675_5_2,5
4431,779_8_1,6
4432,46_6_1,3
4433,825_7_2,4
4434,749_9_2,5
4435,664_6_1,3
4436,770_1_1,5
4437,321_4_1,4
4438,581_4_1,1
4439,764_5_2,6
4440,386_5_1,3
4441,768_4_1,2
4442,263_9_1,7
4443,80_1_1,2
4444,312_9_1,5
4445,334_3_1,4
4446,697_10_1,7
4447,551_9_1,5
4448,822_6_1,7
4449,590_8_1,3
4450,292_8_2,5
4451,638_9_1,5
4452,453_9_2,3
4453,486_5_1,4
4454,564_7_1,4
4455,527_5_1,2
4456,187_10_1,6
4457,301_4_1,4
4458,485_4_1,3
4459,155_1_2,3
4460,333_8_1,6
4461,353_3_1,2
4462,761_9_4,5
4463,661_9_1,4
4464,520_4_1,6
4465,620_7_1,6
4466,383_7_5,1
4467,712_6_2,7
4468,825_10_2,5
4469,217_9_3,3
4470,354_1_1,6
4471,635_7_1,2
4472,570_5_2,6
4473,310_6_1,7
4474,321_6_1,6
4475,702_3_1,5
4476,644_6_2,6
4477,89_4_1,3
4478,381_9_1,4
4479,711_5_1,6
4480,636_3_2,7
4481,10_1_1,6
4482,557_2_1,3
4483,833_4_8,6
4484,149_8_1,5
4485,326_4_1,2
4486,141_8_1,5
4487,156_2_2,4
4488,746_8_1,6
4489,810_10_1,3
4490,420_1_2,4
4491,502_2_1,4
4492,198_2_3,5
4493,489_4_1,6
4494,467_4_2,4
4495,545_8_1,2
4496,168_10_2,7
4497,832_10_1,3
4498,56_1_1,6
4499,138_7_1,6
4500,330_7_1,7
4501,586_9_3,6
4502,82_3_1,5
4503,194_3_2,1
4504,633_9_2,2
4505,636_2_2,7
4506,357_7_1,1
4507,439_1_2,5
4508,643_3_2,8
4509,79_7_1,4
4510,157_2_1,5
4511,821_10_1,4
4512,61_3_2,6
4513,199_3_1,3
4514,183_7_1,5
4515,381_2_1,1
4516,641_2_2,9
4517,410_4_1,5
4518,461_6_1,3
4519,519_3_1,6
4520,662_2_1,2
4521,404_3_1,7
4522,135_1_2,2
4523,330_1_1,3
4524,208_9_1,3
4525,304_4_1,7
4526,702_12_2,4
4527,388_3_1,4
4528,498_2_1,5
4529,818_5_1,5
4530,791_11_1,8
4531,592_1_2,6
4532,660_8_1,1
4533,177_2_2,5
4534,231_6_1,6
4535,225_11_1,3
4536,495_7_1,5
4537,185_4_1,2
4538,5_5_1,4
4539,56_7_1,7
4540,296_1_1,8
4541,457_12_1,6
4542,398_6_1,4
4543,161_8_2,4
4544,617_6_1,3
4545,556_7_1,8
4546,428_3_1,5
4547,268_4_1,3
4548,330_6_1,3
4549,503_2_1,3
4550,806_4_3,2
4551,211_2_1,7
4552,606_4_1,2
4553,212_5_2,3
4554,690_12_2,5
4555,663_10_1,1
4556,455_6_1,6
4557,47_5_1,3
4558,640_6_1,7
4559,18_5_1,5
4560,553_5_1,3
4561,776_9_2,3
4562,685_4_1,5
4563,90_3_1,5
4564,399_7_1,3
4565,766_8_2,7
4566,555_1_1,3
4567,582_5_2,8
4568,51_7_1,7
4569,3_7_2,5
4570,126_5_2,5
4571,302_7_1,3
4572,319_4_1,9
4573,299_10_1,10
4574,669_10_2,3
4575,6_4_1,8
4576,354_11_1,7
4577,422_5_1,5
4578,378_10_2,2
4579,421_6_1,6
4580,551_1_1,1
4581,2_5_1,2
4582,148_2_2,2
4583,244_4_1,4
4584,313_8_1,5
4585,359_1_1,4
4586,484_4_1,6
4587,129_4_1,5
4588,482_2_2,5
4589,374_7_1,4
4590,121_3_1,5
4591,362_3_2,4
4592,378_1_2,2
4593,418_5_1,4
4594,588_5_1,1
4595,92_9_1,5
4596,551_3_1,2
4597,181_2_2,2
4598,360_5_1,3
4599,499_4_1,4
4600,115_9_1,5
4601,695_7_1,3
4602,512_3_1,7
4603,770_3_2,2
4604,678_4_2,4
4605,347_6_2,3
4606,204_1_1,4
4607,797_1_2,6
4608,103_6_1,3
4609,171_10_1,7
4610,465_2_1,4
4611,749_1_2,4
4612,107_4_2,3
4613,126_1_1,5
4614,619_7_1,5
4615,515_4_2,5
4616,205_6_1,5
4617,209_4_3,4
4618,574_9_1,5
4619,397_9_1,4
4620,634_3_1,4
4621,169_7_4,7
4622,651_3_1,3
4623,404_8_2,5
4624,585_8_2,5
4625,819_9_1,8
4626,405_2_2,6
4627,724_4_1,2
4628,88_9_1,5
4629,664_7_1,2
4630,412_5_1,6
4631,460_3_1,7
4632,302_3_1,5
4633,166_8_1,5
4634,776_5_2,7
4635,683_8_1,4
4636,556_2_1,3
4637,696_7_1,4
4638,124_3_1,6
4639,756_5_1,6
4640,808_4_2,7
4641,690_9_1,5
4642,507_3_1,5
4643,436_9_1,4
4644,310_5_1,5
4645,485_3_1,4
4646,150_10_1,5
4647,523_7_1,5
4648,190_8_1,7
4649,691_5_2,7
4650,225_12_1,1
4651,127_10_1,5
4652,17_1_1,2
4653,171_7_1,7
4654,641_3_1,5
4655,559_8_1,4
4656,112_5_1,6
4657,350_3_1,8
4658,794_2_1,5
4659,551_6_1,4
4660,794_9_1,5
4661,715_1_1,5
4662,407_4_2,2
4663,152_1_1,5
4664,484_9_2,9
4665,815_5_1,5
4666,509_3_1,7
4667,713_4_3,7
4668,155_8_2,5
4669,287_4_2,2
4670,343_7_1,5
4671,35_4_1,5
4672,574_3_1,5
4673,130_5_2,6
4674,154_6_1,7
4675,127_1_1,2
4676,479_6_1,3
4677,317_7_1,4
4678,537_7_1,5
4679,133_3_2,2
4680,618_8_1,3
4681,36_2_1,3
4682,131_5_1,6
4683,165_5_1,2
4684,122_1_1,4
4685,298_7_1,5
4686,665_3_1,3
4687,243_6_1,4
4688,598_4_1,4
4689,160_3_1,5
4690,78_4_1,3
4691,605_8_1,5
4692,218_7_1,4
4693,174_7_2,3
4694,678_8_2,6
4695,198_4_3,5
4696,207_8_1,4
4697,447_2_2,8
4698,295_2_1,4
4699,277_9_1,7
4700,829_10_1,6
4701,398_5_1,6
4702,400_4_1,4
4703,164_4_2,3
4704,72_8_1,5
4705,296_2_1,6
4706,161_1_1,4
4707,678_3_2,5
4708,690_5_2,5
4709,250_5_1,4
4710,331_1_1,4
4711,34_6_1,2
4712,79_6_1,5
4713,804_3_1,6
4714,386_3_1,2
4715,434_6_1,7
4716,727_7_1,8
4717,550_6_2,7
4718,504_1_1,3
4719,790_5_2,5
4720,256_12_1,3
4721,545_6_1,4
4722,654_8_1,2
4723,265_3_1,5
4724,4_6_1,3
4725,256_2_1,3
4726,492_2_1,7
4727,814_6_1,3
4728,403_2_2,9
4729,477_9_1,5
4730,17_2_1,3
4731,617_9_1,5
4732,819_2_2,7
4733,576_1_1,3
4734,2_7_1,4
4735,715_2_1,5
4736,560_6_1,4
4737,191_8_2,2
4738,296_10_1,5
4739,582_2_1,4
4740,382_7_1,2
4741,501_7_1,3
4742,293_6_1,2
4743,47_7_1,2
4744,644_7_1,7
4745,716_6_1,6
4746,118_5_2,3
4747,798_7_2,5
4748,572_8_1,7
4749,269_5_1,5
4750,450_1_1,3
4751,756_11_4,6
4752,788_4_2,5
4753,454_1_1,4
4754,67_3_1,3
4755,465_4_1,4
4756,592_7_2,6
4757,159_6_1,5
4758,536_3_1,3
4759,175_4_2,5
4760,502_4_1,3
4761,549_9_1,4
4762,225_10_1,4
4763,373_6_1,4
4764,181_3_1,4
4765,623_6_1,7
4766,813_2_2,5
4767,477_5_1,4
4768,160_2_1,6
4769,589_1_1,2
4770,215_1_1,3
4771,120_5_1,4
4772,778_6_1,7
4773,666_3_1,2
4774,736_12_2,4
4775,765_9_2,4
4776,51_4_1,3
4777,260_2_1,5
4778,792_7_2,6
4779,248_5_1,8
4780,20_8_1,3
4781,487_2_1,3
4782,113_9_1,4
4783,45_1_1,3
4784,568_7_1,5
4785,517_4_1,4
4786,95_3_1,4
4787,372_8_1,5
4788,830_10_1,5
4789,366_2_1,3
4790,39_8_1,1
4791,581_8_1,1
4792,83_6_1,5
4793,249_10_1,3
4794,459_3_1,5
4795,39_3_1,3
4796,293_1_1,2
4797,599_8_1,6
4798,295_6_1,5
4799,463_8_2,7
4800,476_6_2,4
4801,241_8_1,3
4802,730_12_4,8
4803,429_5_1,5
4804,94_6_1,5
4805,455_10_1,3
4806,606_7_1,4
4807,159_3_1,5
4808,644_1_1,6
4809,736_9_1,4
4810,450_5_2,5
4811,267_9_1,4
4812,514_7_1,7
4813,65_4_2,6
4814,745_4_1,2
4815,52_2_1,3
4816,622_1_1,7
4817,831_5_2,5
4818,825_4_2,3
4819,722_5_1,5
4820,26_8_1,5
4821,58_3_1,8
4822,257_12_1,4
4823,304_11_1,8
4824,32_4_1,5
4825,712_1_1,6
4826,139_4_1,5
4827,711_1_1,6
4828,215_2_1,3
4829,490_2_2,7
4830,90_4_1,3
4831,70_1_1,2
4832,180_11_2,1
4833,284_11_1,8
4834,394_2_2,3
4835,796_8_1,5
4836,241_6_1,6
4837,80_3_1,2
4838,40_5_1,6
4839,783_3_1,7
4840,54_5_1,4
4841,618_9_1,3
4842,14_2_1,3
4843,381_4_1,6
4844,530_11_1,7
4845,272_3_1,6
4846,214_8_2,5
4847,12_2_2,7
4848,281_3_1,8
4849,397_10_1,6
4850,622_4_1,7
4851,244_6_1,5
4852,506_6_1,6
4853,357_2_1,2
4854,1_3_1,4
4855,543_3_1,3
4856,117_11_1,6
4857,713_12_2,4
4858,341_2_1,4
4859,74_9_1,2
4860,625_6_3,1
4861,368_2_1,3
4862,307_2_1,6
4863,198_1_2,7
4864,706_4_2,5
4865,27_6_1,3
4866,98_4_1,3
4867,438_5_1,6
4868,654_2_1,5
4869,256_6_1,4
4870,755_11_1,1
4871,196_8_3,4
4872,21_6_2,3
4873,588_11_1,1
4874,446_9_2,8
4875,638_3_5,8
4876,793_3_2,3
4877,252_7_1,4
4878,35_2_1,5
4879,483_6_2,9
4880,522_2_1,6
4881,665_4_1,3
4882,474_6_2,7
4883,50_4_1,6
4884,73_8_1,4
4885,832_6_1,7
4886,773_3_2,4
4887,798_1_2,5
4888,66_1_1,3
4889,221_4_1,3
4890,235_4_1,4
4891,496_7_1,7
4892,419_5_1,5
4893,282_7_1,7
4894,404_2_3,8
4895,66_8_1,4
4896,369_6_1,5
4897,560_3_1,4
4898,488_6_1,4
4899,87_5_1,4
4900,788_5_1,6
4901,556_6_1,3
4902,455_4_1,5
4903,132_4_1,2
4904,74_8_1,3
4905,65_9_1,6
4906,423_6_1,5
4907,460_7_1,5
4908,687_3_2,5
4909,201_8_1,3
4910,452_4_1,6
4911,796_4_1,5
4912,227_2_1,3
4913,99_8_1,6
4914,100_1_1,3
4915,685_12_1,5
4916,232_8_1,4
4917,248_9_1,2
4918,405_3_1,7
4919,450_10_1,5
4920,117_8_1,6
4921,496_5_1,6
4922,619_11_1,7
4923,774_6_2,3
4924,523_5_1,4
4925,504_4_1,4
4926,515_6_1,5
4927,124_6_1,5
4928,650_7_1,4
4929,432_8_1,4
4930,761_8_2,4
4931,473_6_2,5
4932,753_6_1,7
4933,387_7_1,2
4934,395_5_2,3
4935,401_3_1,3
4936,692_1_1,4
4937,138_5_1,6
4938,692_8_1,5
4939,356_6_1,3
4940,111_11_1,3
4941,823_6_1,2
4942,646_8_1,5
4943,65_5_1,5
4944,769_6_2,3
4945,605_5_1,3
4946,182_6_1,1
4947,445_3_2,7
4948,452_3_2,5
4949,584_4_2,6
4950,314_4_1,5
4951,375_5_2,6
4952,501_1_1,3
4953,790_7_2,6
4954,114_5_1,8
4955,4_7_1,6
4956,314_5_1,5
4957,304_7_1,4
4958,96_3_1,4
4959,469_6_2,3
4960,602_7_1,5
4961,36_5_1,4
4962,86_7_1,4
4963,770_8_1,1
4964,295_3_1,3
4965,670_7_1,5
4966,716_4_1,8
4967,3_8_1,5
4968,345_3_1,4
4969,111_9_1,7
4970,115_10_1,5
4971,131_2_2,4
4972,661_4_1,2
4973,159_2_1,5
4974,573_5_1,6
4975,721_7_1,2
4976,35_6_1,5
4977,261_8_1,6
4978,156_6_2,3
4979,298_8_1,4
4980,72_4_1,4
4981,180_6_1,5
4982,488_11_1,3
4983,156_9_1,7
4984,586_6_1,5
4985,441_9_2,5
4986,315_4_1,3
4987,126_9_1,6
4988,597_4_1,4
4989,569_2_1,6
4990,627_10_1,1
4991,722_4_2,6
4992,259_2_1,2
4993,820_5_2,7
4994,212_3_1,5
4995,719_7_1,7
4996,249_5_1,3
4997,37_7_1,6
4998,194_4_5,5
4999,252_6_1,5
5000,74_6_1,3
5001,417_3_1,2
5002,301_6_1,3
5003,267_4_1,5
5004,500_9_1,4
5005,729_8_1,8
5006,468_9_1,6
5007,439_7_2,4
5008,341_1_1,4
5009,566_3_1,8
5010,799_3_5,4
5011,760_3_2,5
5012,70_5_1,5
5013,600_5_1,6
5014,309_10_1,2
5015,468_5_1,1
5016,536_8_1,7
5017,686_7_1,7
5018,215_6_1,5
5019,326_7_1,2
5020,688_1_2,6
5021,214_2_1,6
5022,268_7_1,4
5023,406_1_2,7
5024,299_1_1,4
5025,540_1_1,1
5026,161_7_1,2
5027,710_1_1,8
5028,773_2_1,3
5029,492_4_1,7
5030,630_10_2,3
5031,199_12_1,8
5032,738_2_2,5
5033,271_4_1,4
5034,300_7_1,2
5035,40_6_1,5
5036,748_2_2,5
5037,390_1_1,4
5038,737_4_3,1
5039,505_7_1,5
5040,100_4_1,4
5041,378_6_2,2
5042,214_11_1,6
5043,424_6_1,6
5044,5_6_1,8
5045,569_9_1,7
5046,115_5_1,6
5047,497_6_1,7
5048,517_7_1,6
5049,122_14_1,4
5050,123_12_1,4
5051,681_1_1,5
5052,178_3_2,9
5053,196_1_1,5
5054,518_1_1,5
5055,664_10_1,3
5056,534_3_1,5
5057,170_4_1,8
5058,780_9_1,4
5059,791_1_1,6
5060,124_5_1,6
5061,336_4_2,5
5062,632_2_2,5
5063,206_1_1,3
5064,162_3_1,3
5065,461_3_1,4
5066,173_5_2,6
5067,242_8_1,5
5068,585_6_1,5
5069,701_6_1,6
5070,396_2_1,3
5071,254_9_1,5
5072,112_9_1,6
5073,610_7_1,3
5074,509_7_1,3
5075,533_1_1,5
5076,1_5_1,6
5077,264_11_1,6
5078,107_2_1,3
5079,343_4_1,4
5080,309_5_1,6
5081,240_4_2,5
5082,200_6_1,3
5083,240_3_1,5
5084,785_5_2,7
5085,343_3_1,6
5086,91_7_1,3
5087,7_7_1,4
5088,225_7_1,5
5089,481_7_1,7
5090,320_5_1,4
5091,351_2_1,1
5092,118_1_2,7
5093,687_9_4,6
5094,104_1_1,2
5095,541_3_3,6
5096,426_3_1,6
5097,174_6_1,7
5098,446_7_1,5
5099,111_7_1,8
5100,609_8_1,4
5101,234_8_2,3
5102,2_4_1,7
5103,428_1_2,6
5104,183_8_2,5
5105,101_7_1,5
5106,679_8_2,6
5107,655_5_1,2
5108,509_6_1,8
5109,264_10_2,4
5110,709_5_2,7
5111,827_6_1,7
5112,280_4_1,7
5113,121_6_1,2
5114,562_9_1,6
5115,330_2_1,2
5116,89_1_1,5
5117,54_10_1,5
5118,549_7_1,4
5119,19_2_1,3
5120,255_7_1,5
5121,699_10_1,5
5122,146_7_1,7
5123,438_10_2,8
5124,257_4_1,4
5125,471_2_2,7
5126,329_2_1,2
5127,561_7_1,4
5128,555_5_1,3
5129,664_2_1,2
5130,752_7_1,4
5131,546_3_1,4
5132,304_3_1,8
5133,158_7_2,2
5134,222_4_1,5
5135,440_1_1,5
5136,34_8_1,3
5137,600_2_1,8
5138,831_2_1,4
5139,31_5_1,4
5140,809_5_2,6
5141,572_7_2,6
5142,255_6_1,5
5143,768_8_1,2
5144,740_10_2,3
5145,102_6_1,5
5146,477_4_3,4
5147,677_1_2,6
5148,226_6_1,1
5149,708_3_1,3
5150,544_5_1,1
5151,308_9_1,7
5152,69_2_1,2
5153,406_3_1,8
5154,93_4_1,4
5155,39_7_1,4
5156,441_3_1,3
5157,142_5_1,6
5158,821_8_1,4
5159,515_1_2,5
5160,347_3_1,3
5161,116_1_1,6
5162,449_7_1,9
5163,496_1_1,6
5164,5_8_1,2
5165,558_6_1,4
5166,535_10_1,4
5167,374_1_2,7
5168,832_12_2,5
