psu_hh_idcode,hhid,rating_filled,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
522_7_4,52207,5.0,2,4,17,0,2,1.0,1.0,2.0,1.0,1.0,,
522_7_5,52207,5.0,1,4,15,0,2,1.0,1.0,2.0,1.0,1.0,,
522_8_2,52208,5.0,2,2,55,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
522_9_2,52209,5.0,2,2,57,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
522_9_3,52209,5.0,2,4,16,0,2,1.0,1.0,2.0,1.0,1.0,,
523_2_2,52302,4.0,2,2,30,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
523_2_3,52302,4.0,2,4,7,0,2,1.0,1.0,0.0,0.0,1.0,,
523_2_4,52302,4.0,1,4,5,0,2,,,,,,,
523_2_5,52302,4.0,1,4,2,0,2,,,,,,,
523_2_6,52302,4.0,1,7,67,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
523_2_7,52302,4.0,2,7,61,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
523_2_8,52302,4.0,2,4,40,0,2,1.0,1.0,3.0,0.0,2.0,2.0,2.0
523_5_2,52305,4.0,2,2,73,0,0,2.0,2.0,,,,,
523_5_3,52305,4.0,1,4,31,0,2,1.0,1.0,2.0,0.0,2.0,8.0,2.0
523_5_4,52305,4.0,2,9,28,0,0,1.0,1.0,2.0,0.0,2.0,12.0,2.0
523_5_5,52305,4.0,1,5,2,0,2,,,,,,,
523_6_2,52306,4.0,2,2,47,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
523_6_3,52306,4.0,1,4,24,9,2,1.0,1.0,9.0,1.0,2.0,13.0,
523_6_4,52306,4.0,2,4,22,0,2,1.0,1.0,2.0,0.0,2.0,1.0,2.0
523_6_5,52306,4.0,2,4,20,0,2,1.0,1.0,2.0,0.0,2.0,2.0,2.0
523_6_6,52306,4.0,2,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
523_7_2,52307,5.0,2,4,19,9,1,1.0,1.0,3.0,0.0,1.0,,
523_7_3,52307,5.0,1,4,16,0,1,1.0,1.0,2.0,0.0,1.0,,
523_7_4,52307,5.0,1,4,14,0,1,1.0,1.0,1.0,0.0,1.0,,
523_7_5,52307,5.0,2,12,77,0,0,3.0,2.0,,,,,
523_8_2,52308,6.0,2,2,71,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
523_8_3,52308,6.0,1,4,41,0,2,1.0,1.0,2.0,0.0,2.0,4.0,2.0
523_8_4,52308,6.0,2,9,33,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
523_8_5,52308,6.0,1,5,12,0,2,1.0,1.0,1.0,0.0,1.0,,
523_8_6,52308,6.0,2,5,8,0,2,1.0,1.0,0.0,0.0,1.0,,
523_8_7,52308,6.0,1,5,5,0,2,,,,,,,
523_8_8,52308,6.0,1,8,77,0,0,2.0,1.0,1.0,0.0,2.0,4.0,2.0
523_8_9,52308,6.0,2,10,74,0,0,2.0,1.0,1.0,0.0,2.0,4.0,2.0
524_1_2,52401,5.0,2,2,58,0,0,3.0,2.0,,,,,
524_1_3,52401,5.0,1,4,27,0,2,1.0,1.0,2.0,0.0,2.0,4.0,2.0
524_2_2,52402,3.0,2,2,48,0,0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
524_2_3,52402,3.0,1,4,4,0,2,,,,,,,
524_2_4,52402,3.0,2,7,73,0,0,2.0,1.0,1.0,0.0,2.0,4.0,2.0
524_2_5,52402,3.0,2,8,40,0,1,1.0,1.0,2.0,1.0,2.0,4.0,2.0
524_5_2,52405,4.0,2,2,48,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
524_5_3,52405,4.0,2,4,26,0,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0
524_5_4,52405,4.0,2,4,23,0,2,1.0,1.0,3.0,1.0,2.0,1.0,2.0
524_5_5,52405,4.0,1,4,19,0,2,1.0,1.0,3.0,1.0,1.0,,
524_5_6,52405,4.0,2,4,14,0,2,1.0,1.0,2.0,1.0,1.0,,
524_5_7,52405,4.0,2,7,97,0,0,3.0,2.0,,,,,
524_7_2,52407,4.0,2,2,36,0,0,1.0,1.0,3.0,1.0,2.0,4.0,2.0
524_7_3,52407,4.0,2,4,14,0,2,1.0,1.0,1.0,1.0,1.0,,
524_7_4,52407,4.0,2,4,12,0,2,1.0,1.0,1.0,1.0,1.0,,
524_7_5,52407,4.0,1,4,8,0,2,2.0,1.0,0.0,1.0,1.0,,
524_8_2,52408,5.0,2,2,70,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
524_8_3,52408,5.0,1,4,38,6,2,1.0,1.0,2.0,1.0,2.0,4.0,2.0
524_8_4,52408,5.0,2,9,31,0,0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
524_8_5,52408,5.0,1,5,10,0,2,1.0,1.0,0.0,1.0,1.0,,
524_8_6,52408,5.0,2,5,4,0,2,,,,,,,
525_2_2,52502,5.0,2,2,56,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
525_3_2,52503,7.0,2,2,75,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
525_4_2,52504,6.0,2,2,45,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
525_4_3,52504,6.0,2,4,15,0,2,1.0,1.0,1.0,0.0,2.0,1.0,1.0
525_4_4,52504,6.0,1,4,11,0,2,1.0,1.0,1.0,0.0,1.0,,
525_4_5,52504,6.0,2,4,7,0,2,2.0,1.0,0.0,0.0,1.0,,
525_5_5,52505,5.0,1,4,23,0,1,1.0,1.0,3.0,0.0,1.0,,
525_8_2,52508,3.0,2,2,52,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
525_8_3,52508,3.0,2,4,21,0,2,1.0,1.0,3.0,0.0,2.0,1.0,2.0
525_8_4,52508,3.0,2,4,19,0,2,1.0,1.0,3.0,0.0,2.0,1.0,1.0
525_8_5,52508,3.0,2,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
525_8_6,52508,3.0,2,4,15,0,2,1.0,1.0,1.0,0.0,1.0,,
525_8_7,52508,3.0,2,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
525_8_8,52508,3.0,2,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
525_9_2,52509,4.0,2,12,108,0,0,3.0,2.0,,,,,
525_9_3,52509,4.0,2,4,24,0,1,1.0,1.0,7.0,0.0,1.0,,
525_9_4,52509,4.0,1,4,22,0,1,1.0,1.0,3.0,0.0,2.0,1.0,2.0
526_2_2,52602,8.0,2,2,51,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_2_3,52602,8.0,1,4,26,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_2_4,52602,8.0,1,4,23,0,2,1.0,1.0,3.0,0.0,1.0,,
526_2_5,52602,8.0,2,4,14,0,2,1.0,1.0,2.0,0.0,1.0,,
526_3_2,52603,4.0,2,2,54,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
526_3_3,52603,4.0,1,4,15,0,2,1.0,1.0,1.0,0.0,1.0,,
526_5_2,52605,2.0,2,2,45,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_5_3,52605,2.0,2,4,22,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_5_4,52605,2.0,2,4,18,0,2,1.0,1.0,3.0,0.0,2.0,1.0,
526_5_5,52605,2.0,1,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
526_5_6,52605,2.0,2,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
526_5_7,52605,2.0,2,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
526_6_2,52606,4.0,2,2,48,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_6_3,52606,4.0,1,4,30,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_6_4,52606,4.0,2,9,30,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
526_6_5,52606,4.0,2,4,24,0,2,1.0,1.0,3.0,0.0,2.0,1.0,2.0
526_6_6,52606,4.0,2,4,23,0,2,1.0,1.0,3.0,0.0,2.0,1.0,2.0
526_6_7,52606,4.0,2,4,18,0,2,1.0,1.0,3.0,0.0,2.0,1.0,
526_6_8,52606,4.0,2,5,3,0,2,,,,,,,
526_6_9,52606,4.0,2,5,2,0,2,,,,,,,
526_7_2,52607,5.0,2,2,38,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
526_7_3,52607,5.0,2,7,66,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
526_7_4,52607,5.0,1,4,11,0,2,1.0,1.0,1.0,0.0,1.0,,
526_7_5,52607,5.0,1,4,7,0,2,1.0,1.0,0.0,0.0,1.0,,
526_7_6,52607,5.0,1,4,3,0,2,,,,,,,
527_1_4,52701,5.0,2,4,29,0,1,1.0,1.0,3.0,1.0,2.0,13.0,2.0
527_3_2,52703,6.0,2,2,39,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
527_3_3,52703,6.0,2,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
527_3_4,52703,6.0,2,4,8,0,2,1.0,1.0,0.0,4.0,1.0,,
527_4_2,52704,5.0,2,2,49,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
527_4_3,52704,5.0,2,4,25,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
527_4_4,52704,5.0,2,4,12,0,2,1.0,1.0,0.0,1.0,2.0,13.0,1.0
527_4_5,52704,5.0,1,4,18,0,2,1.0,1.0,2.0,1.0,2.0,13.0,1.0
527_4_6,52704,5.0,2,4,18,0,2,1.0,1.0,2.0,0.0,1.0,,1.0
527_4_7,52704,5.0,2,4,15,0,2,1.0,1.0,2.0,0.0,1.0,,
527_5_2,52705,2.0,2,2,32,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
527_5_3,52705,2.0,1,4,6,0,2,2.0,2.0,,,,,
527_5_4,52705,2.0,1,4,2,0,2,,,,,,,
527_7_2,52707,5.0,2,2,51,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
527_7_3,52707,5.0,1,4,28,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
527_7_4,52707,5.0,2,4,21,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
527_7_5,52707,5.0,1,4,19,0,2,1.0,1.0,2.0,1.0,2.0,13.0,1.0
527_7_6,52707,5.0,1,4,17,0,2,1.0,1.0,2.0,0.0,1.0,,
527_10_2,52710,4.0,2,2,58,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
527_10_3,52710,4.0,1,4,38,0,2,3.0,2.0,,,,,
527_10_4,52710,4.0,2,4,27,0,2,1.0,1.0,2.0,0.0,2.0,10.0,2.0
527_10_5,52710,4.0,1,4,24,0,2,1.0,1.0,5.0,0.0,2.0,4.0,2.0
527_10_6,52710,4.0,2,4,21,0,2,1.0,1.0,2.0,0.0,2.0,10.0,2.0
527_10_7,52710,4.0,2,4,18,0,2,1.0,1.0,3.0,0.0,1.0,,
527_10_8,52710,4.0,1,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
528_1_2,52801,3.0,2,2,38,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
528_1_3,52801,3.0,1,4,17,0,2,1.0,1.0,2.0,0.0,1.0,,
528_1_4,52801,3.0,2,4,13,0,2,1.0,1.0,0.0,1.0,2.0,13.0,1.0
528_1_5,52801,3.0,1,4,10,0,2,1.0,1.0,0.0,1.0,2.0,2.0,1.0
528_2_3,52802,4.0,1,4,30,0,1,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_2_4,52802,4.0,1,4,25,0,1,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_3_2,52803,5.0,2,2,39,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
528_3_3,52803,5.0,1,4,15,0,2,1.0,1.0,2.0,0.0,1.0,,
528_3_4,52803,5.0,1,4,9,0,2,1.0,1.0,0.0,0.0,1.0,,
528_3_5,52803,5.0,1,4,4,0,2,,,,,,,
528_5_2,52805,5.0,2,2,72,0,0,2.0,1.0,1.0,0.0,2.0,10.0,2.0
528_5_3,52805,5.0,2,9,46,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
528_5_4,52805,5.0,2,6,17,0,1,1.0,1.0,2.0,0.0,1.0,,
528_6_2,52806,4.0,2,2,73,0,0,3.0,2.0,,,,,
528_6_3,52806,4.0,1,4,43,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_6_4,52806,4.0,1,4,40,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_6_5,52806,4.0,2,9,38,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_6_6,52806,4.0,2,9,37,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_6_7,52806,4.0,1,6,14,0,2,1.0,1.0,1.0,0.0,1.0,,
528_6_8,52806,4.0,2,6,12,0,2,1.0,1.0,1.0,2.0,1.0,,
528_6_9,52806,4.0,1,6,10,0,2,1.0,1.0,0.0,2.0,1.0,,
528_6_10,52806,4.0,2,6,3,0,2,,,,,,,
528_7_2,52807,5.0,2,2,56,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
528_7_3,52807,5.0,2,4,33,0,2,1.0,1.0,3.0,0.0,2.0,2.0,2.0
528_7_5,52807,5.0,2,4,21,0,2,1.0,1.0,7.0,0.0,1.0,,
528_7_6,52807,5.0,1,4,29,0,2,3.0,2.0,,,,,
528_8_2,52808,5.0,2,2,58,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
528_8_3,52808,5.0,1,4,30,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_8_4,52808,5.0,2,9,26,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
528_8_5,52808,5.0,1,6,4,0,2,,,,,,,
528_8_6,52808,5.0,1,6,2,0,2,,,,,,,
529_1_2,52901,5.0,2,2,24,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
529_1_3,52901,5.0,1,4,1,5,2,,,,,,,
529_2_2,52902,5.0,2,2,49,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
529_2_3,52902,5.0,1,4,28,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
529_2_4,52902,5.0,2,4,19,0,1,1.0,1.0,3.0,1.0,2.0,13.0,1.0
529_2_5,52902,5.0,1,4,21,0,2,1.0,1.0,1.0,0.0,1.0,,
529_2_6,52902,5.0,2,4,17,0,2,1.0,1.0,2.0,0.0,1.0,,
529_7_2,52907,6.0,2,2,50,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
529_7_3,52907,6.0,1,4,24,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
529_7_4,52907,6.0,1,4,22,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
529_7_5,52907,6.0,1,4,19,0,2,1.0,1.0,2.0,0.0,1.0,,
529_9_2,52909,6.0,1,4,37,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
529_9_3,52909,6.0,1,4,29,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
529_9_4,52909,6.0,1,4,27,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
529_10_2,52910,6.0,2,2,45,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
529_10_3,52910,6.0,2,4,22,0,2,1.0,1.0,7.0,0.0,2.0,13.0,2.0
529_10_4,52910,6.0,2,4,20,0,2,1.0,1.0,3.0,0.0,1.0,,
529_10_5,52910,6.0,1,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
529_10_6,52910,6.0,2,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
529_11_2,52911,4.0,2,2,41,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
529_11_3,52911,4.0,1,4,18,0,2,1.0,1.0,2.0,0.0,2.0,13.0,1.0
529_11_4,52911,4.0,1,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
529_11_5,52911,4.0,1,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
529_11_6,52911,4.0,1,4,10,0,2,1.0,1.0,0.0,0.0,1.0,,
530_1_2,53001,5.0,2,2,52,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
530_1_3,53001,5.0,1,4,28,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
530_2_2,53002,5.0,2,2,39,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
530_2_3,53002,5.0,2,4,15,0,2,1.0,1.0,2.0,1.0,2.0,13.0,1.0
530_2_4,53002,5.0,1,4,13,0,2,1.0,1.0,0.0,1.0,2.0,13.0,1.0
530_2_5,53002,5.0,2,4,6,0,2,2.0,1.0,0.0,0.0,1.0,,1.0
530_5_2,53005,4.0,2,4,19,0,1,1.0,1.0,3.0,1.0,2.0,13.0,1.0
530_5_3,53005,4.0,1,4,16,0,1,1.0,1.0,2.0,0.0,1.0,,
530_5_4,53005,4.0,1,4,14,0,1,1.0,1.0,1.0,0.0,1.0,,
530_7_2,53007,7.0,2,2,44,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
530_7_3,53007,7.0,1,4,22,0,2,1.0,1.0,7.0,1.0,2.0,13.0,
530_7_4,53007,7.0,2,4,17,0,2,1.0,1.0,3.0,0.0,1.0,,
530_9_2,53009,6.0,1,4,30,3,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
530_9_3,53009,6.0,2,9,23,2,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
530_9_4,53009,6.0,2,5,0,0,2,,,,,,,
530_10_2,53010,6.0,1,4,29,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
530_10_3,53010,6.0,1,4,25,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
530_11_2,53011,7.0,2,2,46,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
530_11_3,53011,7.0,1,4,22,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
530_11_4,53011,7.0,2,4,18,0,2,1.0,1.0,3.0,2.0,1.0,,
531_2_2,53102,6.0,2,2,44,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
531_2_3,53102,6.0,1,4,19,0,2,1.0,1.0,3.0,2.0,1.0,,
531_2_4,53102,6.0,2,4,18,0,2,1.0,1.0,2.0,2.0,1.0,,
531_2_5,53102,6.0,1,4,8,0,2,1.0,1.0,0.0,2.0,1.0,,
531_3_2,53103,3.0,2,2,22,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
531_5_2,53105,5.0,2,2,39,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
531_5_3,53105,5.0,1,4,5,0,2,,,,,,,
531_5_4,53105,5.0,2,4,2,0,2,,,,,,,
531_5_5,53105,5.0,1,7,73,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
531_5_6,53105,5.0,2,7,73,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
531_5_7,53105,5.0,1,8,33,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
531_8_2,53108,6.0,2,2,44,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
531_8_3,53108,6.0,1,4,16,0,2,1.0,1.0,2.0,2.0,1.0,,
531_8_4,53108,6.0,2,4,15,0,2,1.0,1.0,2.0,2.0,1.0,,
531_8_5,53108,6.0,1,4,9,0,2,1.0,1.0,0.0,2.0,1.0,,
531_10_2,53110,6.0,2,2,35,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
531_10_3,53110,6.0,1,4,13,0,2,1.0,1.0,1.0,1.0,1.0,,
531_10_4,53110,6.0,2,4,12,0,2,1.0,1.0,1.0,1.0,1.0,,
531_10_5,53110,6.0,1,4,0,0,2,,,,,,,
531_11_2,53111,6.0,2,2,71,0,0,1.0,2.0,,,,,
532_2_2,53202,3.0,2,2,40,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_2_3,53202,3.0,2,4,17,0,1,1.0,1.0,2.0,0.0,1.0,,
532_2_4,53202,3.0,1,4,15,0,2,1.0,1.0,2.0,0.0,1.0,,
532_3_2,53203,5.0,2,2,30,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
532_3_3,53203,5.0,1,4,8,0,1,1.0,1.0,0.0,2.0,1.0,,
532_6_2,53206,7.0,2,2,64,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
532_7_2,53207,4.0,2,2,44,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_7_3,53207,4.0,1,4,20,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_7_4,53207,4.0,2,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
532_7_5,53207,4.0,1,4,15,0,2,1.0,1.0,1.0,0.0,1.0,,
532_8_2,53208,6.0,2,2,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
532_8_3,53208,6.0,1,4,34,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_9_2,53209,5.0,2,2,43,0,0,1.0,1.0,3.0,0.0,1.0,,
532_9_3,53209,5.0,1,4,20,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_9_4,53209,5.0,2,4,17,0,2,1.0,1.0,2.0,0.0,1.0,,
532_9_5,53209,5.0,2,4,12,0,2,1.0,1.0,1.0,2.0,1.0,,
532_9_6,53209,5.0,1,4,3,0,2,,,,,,,
532_12_2,53212,7.0,2,2,54,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_12_3,53212,7.0,1,4,26,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_12_4,53212,7.0,2,4,26,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
532_12_5,53212,7.0,1,4,17,0,2,1.0,1.0,3.0,0.0,1.0,,
532_12_6,53212,7.0,2,4,17,0,2,1.0,1.0,3.0,0.0,1.0,,
533_1_2,53301,5.0,2,2,58,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
533_1_3,53301,5.0,1,4,23,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_1_4,53301,5.0,2,9,22,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_1_5,53301,5.0,2,4,20,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
533_2_2,53302,3.0,2,2,35,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_2_3,53302,3.0,2,4,8,0,2,2.0,1.0,0.0,0.0,1.0,,
533_2_4,53302,3.0,1,4,3,0,2,,,,,,,
533_2_5,53302,3.0,2,4,3,0,2,,,,,,,
533_2_6,53302,3.0,1,8,36,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_2_7,53302,3.0,2,6,29,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_2_8,53302,3.0,1,6,0,0,2,,,,,,,
533_2_9,53302,3.0,2,7,72,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_3_2,53303,5.0,2,2,44,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_3_3,53303,5.0,1,4,25,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
533_3_4,53303,5.0,1,4,25,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
533_4_3,53304,5.0,1,4,37,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
533_4_4,53304,5.0,2,4,27,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
533_5_2,53305,5.0,2,2,42,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_5_3,53305,5.0,1,4,25,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
533_5_4,53305,5.0,1,4,24,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_6_2,53306,5.0,2,2,58,0,0,1.0,2.0,,,,,
533_6_3,53306,5.0,1,4,25,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_9_2,53309,5.0,2,2,40,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
533_9_3,53309,5.0,2,4,15,0,2,1.0,1.0,2.0,0.0,1.0,,
533_9_4,53309,5.0,2,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
533_9_5,53309,5.0,1,4,5,0,2,,,,,,,
533_9_6,53309,5.0,2,8,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
534_1_2,53401,5.0,2,2,52,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_2_2,53402,4.0,2,2,49,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_2_3,53402,4.0,1,4,29,0,2,1.0,1.0,3.0,0.0,2.0,4.0,2.0
534_2_4,53402,4.0,2,4,19,0,2,1.0,1.0,3.0,0.0,1.0,,
534_2_5,53402,4.0,2,4,15,0,2,1.0,1.0,2.0,0.0,1.0,,
534_2_6,53402,4.0,2,4,25,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_3_2,53403,5.0,2,2,26,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_3_3,53403,5.0,2,4,6,0,2,3.0,2.0,,,,,
534_3_4,53403,5.0,1,4,1,0,2,,,,,,,
534_4_2,53404,4.0,1,4,21,0,1,1.0,1.0,5.0,0.0,2.0,2.0,2.0
534_4_3,53404,4.0,1,4,19,0,1,1.0,1.0,3.0,0.0,2.0,14.0,
534_4_4,53404,4.0,2,4,13,0,1,1.0,1.0,1.0,0.0,1.0,,
534_5_2,53405,6.0,2,2,63,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_5_4,53405,6.0,2,4,36,0,2,1.0,1.0,6.0,0.0,2.0,4.0,2.0
534_7_2,53407,3.0,2,2,45,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_7_3,53407,3.0,1,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
534_7_4,53407,3.0,2,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
534_7_5,53407,3.0,1,4,6,0,2,1.0,1.0,0.0,4.0,1.0,,1.0
534_8_2,53408,4.0,2,2,44,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
534_8_3,53408,4.0,2,7,83,0,0,3.0,2.0,,,,,
534_8_4,53408,4.0,1,4,19,0,2,1.0,1.0,3.0,0.0,1.0,,
534_8_5,53408,4.0,2,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
535_1_2,53501,4.0,2,2,49,0,0,1.0,1.0,5.0,0.0,2.0,2.0,2.0
535_1_3,53501,4.0,1,4,26,0,2,1.0,1.0,3.0,0.0,2.0,7.0,2.0
535_1_4,53501,4.0,2,4,24,0,2,1.0,1.0,3.0,0.0,2.0,2.0,2.0
535_1_5,53501,4.0,1,4,19,0,2,1.0,1.0,3.0,0.0,1.0,,1.0
535_1_7,53501,4.0,2,9,26,0,0,1.0,1.0,3.0,0.0,2.0,14.0,2.0
535_2_2,53502,4.0,2,2,37,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
535_2_3,53502,4.0,1,4,9,0,2,1.0,1.0,0.0,4.0,1.0,,
535_2_4,53502,4.0,1,4,2,0,2,,,,,,,
535_4_3,53504,3.0,1,4,22,0,2,1.0,1.0,2.0,0.0,2.0,8.0,2.0
535_4_4,53504,3.0,1,4,20,0,2,1.0,1.0,2.0,0.0,2.0,7.0,2.0
535_4_5,53504,3.0,2,4,16,0,2,1.0,1.0,1.0,0.0,2.0,7.0,1.0
